legacy_rel_path,size_bytes,word_count,raw_sha256,normalized_sha256,exact_raw_match,exact_normalized_match,best_exact_match_paths,shingle_count,shingle_coverage,heading_count,heading_coverage,uncovered_block_count,verdict,notes
10_Qispark/10_QiOS/20_Rules-and-standards/qinexus_freeze_policy.md,1069,91,ba5fb02ef66c080516b898083744e7f2c99908b1868dbf23b084f5e92635fc57,4de661e7847794bca66e0a4467acad6df7c7d3f857bb83da493fe87e7c855e0a,False,False,,87,0.0,2,0.0,1,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/20_Rules-and-standards/QiVerse Business Training.md,3775,306,273424658a2746ac09c406b8ef052084d69585937899040764ac37e7ff435528,a09355ca94f396c7b3831b6898eb501f14e34af860b1e08a110a28727e6ea736,False,False,,297,0.0,5,0.0,1,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/20_Rules-and-standards/registry_policy.md,626,35,4fbe3609b79a718bc75ae5087e1cccf407409b1e480297da84513620bcd385cc,6739d4bc5cb4c790bfaffec5adbcf9182e3b88e1d76d8363391b63879f7f37ba,False,False,,31,0.0,1,0.0,0,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/20_Rules-and-standards/root_navigation_policy.md,778,56,9163d0b084f04cba5fce750680b793b00d0f7eb0918513004842ccd914cb66f2,d5aad9ad12471cfbe50958380d92f746a7c784c76112c48b5430287c974cc623,False,False,,52,0.0,1,0.0,1,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/20_Rules-and-standards/security/_index.md,510,16,f53e3cead230d7dd2e13a2edc50d5b91fd6524d750d0fce74abfdfa830979d80,5bb7379681beea05b6d4ebaf3887000a925141134ea9b6201d4055db48aca3aa,False,False,,12,0.0,2,0.5,0,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/20_Rules-and-standards/security/security_data_access_policy.md,1015,80,3edac2ef1b37eab3b0598f44d63b0964b06afd06d50b5bf48a56f779468ddcc0,45ed576250c53f5f85b1aace76bd7607fd1bbb504569bc59d262b438da14b2a0,False,False,,76,0.0,1,0.0,1,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/20_Rules-and-standards/security_data_access_policy.md,962,80,86eeff9459df3ad9e959ca50c88a952db8eebe54f7b5741ed6d15cc83e0449e9,45ed576250c53f5f85b1aace76bd7607fd1bbb504569bc59d262b438da14b2a0,False,False,,76,0.0,1,0.0,1,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/30_roadmaps/_index.md,688,21,6cadc9012c337646ec2b52ff5e5dd7f68a2c0b8fce755ee1a208df7459ed5876,d1f291189cec838e235afec3154a1c43a5285f2fd53f26263751956f2d9e0254,False,False,,17,0.0,2,0.0,0,REVIEW_MISSING,Low coverage. Do not archive until reviewed or marked intentionally deprecated.
10_Qispark/10_QiOS/30_roadmaps/Mom_Care_Roadmap.md,351,0,44ba3c04d1ea51d0006f2c0dff6c9c615ec2d29d2aa71a55df3bf2f5839116e1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,True,reference/_index.md; sources/_index.md; sources/legacy_monoliths/_index.md,0,1.0,0,1.0,0,EXACT_NORMALIZED_MATCH,Content matches after normalization.
10_Qispark/10_QiOS/30_roadmaps/QiAccess_Roadmap.md,351,0,7ab591a35ad8c551c526f8f2c8c21597731f871b9d4b0ede6b02676c5737beba,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,True,reference/_index.md; sources/_index.md; sources/legacy_monoliths/_index.md,0,1.0,0,1.0,0,EXACT_NORMALIZED_MATCH,Content matches after normalization.
10_Qispark/10_QiOS/30_roadmaps/QiLabs_Roadmap.md,349,0,ee0e5153a3a7beb849a19368580e30f16b69c52e7039020c293f007a40cc610c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,True,reference/_index.md; sources/_index.md; sources/legacy_monoliths/_index.md,0,1.0,0,1.0,0,EXACT_NORMALIZED_MATCH,Content matches after normalization.
